"Gene"	"logFC"	"AveExpr"
"Pecam1"	0.575665019005361	4.31960521747008
"Mxd4"	0.376824298002947	5.05773632243469
"Mt2A"	1.47983433470455	3.64588719440531
"Aplp2"	0.380710282838942	9.18109289207191
"Slc1a1"	-0.296535668092387	6.4623085359559
"Syt15"	1.98646144215812	-1.25567897329182
"Fam163a"	0.771365499565136	4.23839651475751
"Gpr146"	0.659766049216753	2.5718681299936
"Vasp"	0.479677719933114	4.66570823019931
"Igsf11"	0.613286452527791	4.94359740878147
"Tbx2"	1.4047641087801	0.106289439020397
"As3mt"	0.940363480378036	2.74903607160521
"F11r"	0.870720234884681	3.68264766512303
"Slc7a5"	0.315989210792675	7.2333643374214
"Lipe"	0.464279582874031	3.71601354927194
"Cdk2"	0.698274102267392	2.87758682368827
"Lrp10"	0.575938557454065	4.77474585387006
"Dhcr24"	-0.395243324950424	6.72302812268438
"Lmo4"	-0.648642494783354	7.18416925276554
"Metrn"	0.64836787674246	5.08499904452684
"Pbx1"	-0.625118741193625	7.3709574590967
"Abcg3"	1.69396241148182	0.72998026289743
"Cmtm6"	0.807360305214998	2.12148738266239
"Ifi35"	1.05646971832518	1.89321328826176
"Wnt11"	2.44660999865736	-0.671298341311797
"Gna13"	0.347297504317067	4.66547598707095
"RGD1563986"	-0.513151671286943	5.32328763421639
"Naprt1"	0.572569054640346	3.24997658219392
"Cd276"	0.42560499254681	4.45589906217715
"Fam109b"	2.15035812548168	-0.754867789687543
"Slc24a3"	0.46840895901778	7.43738262767324
"Szrd1"	0.384840219528814	6.19479639084951
"Smtn"	0.78524974946528	3.10356608499608
"Slc39a8"	0.986315719641184	3.02619117103394
"Gabra2"	0.740055973574319	6.96683320760731
"Bves"	1.97705333834159	-0.663387531335378
"Rapgef3"	0.607706538633283	5.52973201880987
"Ccnf"	0.711464369955051	3.52811625132466
"Enpep"	1.96399976567206	2.32118968593031
"Fmo2"	1.78079235704046	-1.05249192768876
"Cfh"	0.873434226207537	5.08322963883831
"Btn1a1"	1.7319395037504	-2.82858369121022
"Adamts15"	0.738763823368011	3.80740151060434
"Psmb8"	1.03487687209885	1.33486920465313
"Rtp4"	1.36765738709408	0.999517344891085
"Adh7"	2.51971639306269	-2.02764735085708
"Tnfsf12"	0.710217107432162	2.27794829055699
"Magt1"	0.757914383808756	3.8284571292574
"Unc93b1"	0.639515598843878	3.23870503198899
"Slc52a3"	1.24443806926526	0.98584265989123
"Dnajc22"	1.67140335229984	-0.190881025416978
"Angpt2"	1.45251419444593	2.49866449464968
"Laptm4a"	0.710832127720807	7.80878357264136
"Slc39a4"	2.17745634106875	-1.69705918983343
"Acadvl"	0.411328282888122	5.78783991073376
"Ptges"	2.19450029094669	-0.489842593292111
"Rnf125"	1.18985965233162	0.149788869231131
"Zfpm2"	-1.46075018767974	2.97481306766828
"Tmem51"	0.966141352812058	3.05005998172776
"Abca4"	1.43191465997348	0.576248090390743
"Zfp608"	0.577654818652558	5.87583680719617
"Pdgfra"	0.587666042214574	7.35480769412835
"Tmem30b"	1.78475661330056	-1.10257229601702
"Lancl2"	-0.32468355395668	7.44305654957724
"Nr3c2"	0.751521371468118	5.53796630458152
"Eva1b"	1.18082739207302	2.92683075531669
"Dag1"	0.436974927798112	7.57357144160583
"Ntm"	-0.41586176119035	7.75991447605773
"Eif4ebp1"	0.620323909331015	3.27441832195767
"Mmp19"	1.65959176238699	0.64381661029624
"Fads1"	0.294284945234218	7.9905389492379
"Syde1"	0.750741098747698	2.89140627484787
"Fgf1"	2.16317269102083	-0.479106390988588
"Adam9"	0.323897889971532	6.3329756257897
"Txndc5"	0.390747059669466	6.76577033122246
"Hs3st5"	-0.55899970391406	4.17906599374651
"Cmbl"	1.58876560206137	2.63203671888406
"Col5a1"	1.14714750483501	6.04640081356889
"Plce1"	0.883051495877334	4.13974096231863
"Adam17"	0.47962071570981	4.88666034727386
"Trib1"	0.507446195156402	3.29523434851641
"Thra"	-0.372641960626859	9.33453006769293
"Gnai2"	0.271967750431617	8.04508179547568
"Ccr1"	2.65331274616563	-1.04446728981702
"Tapbp"	0.628312408779797	3.79768636909371
"Fndc3b"	0.464097592570766	4.88851491577966
"Prss23"	0.952639073540243	2.57696177884577
"Atp10a"	0.612640207795131	4.00567785981673
"Tmem2"	-0.449380300641097	5.88469382497631
"Tle3"	0.771984270179628	5.57860535980228
"Cpped1"	0.524705762632827	2.36565558339813
"Lilrb4"	1.8221249516586	-2.62960687261867
"Foxp1"	-0.637793341273014	5.12899571045646
"Slc2a10"	1.28062667984752	2.18959373730723
"Slco2b1"	0.507008768677836	4.82539969553708
"Snai2"	1.80767649568368	-0.173907740593301
"Tlcd1"	0.555387921651586	3.5220847130733
"Cd38"	0.90767221473911	2.03652875511065
"Cyp39a1"	1.49676532213219	-0.857142720404247
"Sstr1"	-1.00546239428698	6.89025791145919
"Ascl1"	0.985752705011242	3.7796013829889
"Pvrl3"	0.559179600482861	4.56928778705644
"Efhd1"	1.24001430306632	2.52699927873941
"Col13a1"	2.46642081555436	0.192244488676956
"Gatm"	0.361446680596746	6.14251664226702
"Adamtsl4"	1.5766483150553	1.58423018242484
"Ikbke"	0.989875311506197	2.50812391938874
"Pde9a"	-0.483304450856797	5.23220255249787
"Eng"	0.604380077040816	4.82458097906361
"Sema3d"	0.960122569023452	3.99274889107137
"Hspa12b"	0.810941777937698	3.63562735169267
"Col4a1"	0.720731575376594	7.24369618644618
"Pyroxd2"	1.16233821923651	2.17841982715245
"Tst"	0.529766749043725	5.86453728189506
"Nhlh1"	2.01493222306565	-0.617078202790922
"Ifi30"	0.779315014312934	3.41191152100437
"Ankrd55"	0.532083124892774	3.71680815092437
"Capn2"	0.293987324061107	7.04246173148931
"Ptpru"	-0.937670769592307	5.90609714989116
"Cyp4f1"	0.896430861572206	1.4054767264609
"Sntb1"	0.535284890582753	3.75278163824127
"Prmt8"	0.363625806230692	6.66478955751856
"Adrb2"	1.47020886137357	0.408504072709527
"Prkcz"	-0.260753078531864	7.66269582600551
"Slc16a6"	0.847658412707432	2.68826633176329
"Il13ra1"	1.13378381050341	1.72694247662273
"Nipsnap1"	-0.299461301436469	7.38658473531256
"Ggta1"	0.701031200977817	2.09761833991457
"Prph"	-1.28016169028334	3.57497088670806
"Slc25a24"	0.628904454113333	3.25067664801492
"Snx9"	0.451116973100294	4.23487661247433
"Cgnl1"	0.798933662023555	4.91396399967008
"Pdlim4"	0.613281743326378	4.19112067371063
"Psmb9"	1.15491353843353	1.12988896478824
"Oprm1"	-1.15245167274413	2.20998524654626
"Glb1l"	0.538833140889217	3.97989495448007
"Mknk2"	0.327814294155537	6.62122285012038
"Trpm5"	2.63808423401539	-1.28876396719059
"Nmral1"	-0.570906756028794	3.98614925590167
"Elmo3"	0.933171151149873	1.37710446129894
"Lgals1"	1.73730726114269	4.04816860653159
"Gpx1"	0.768810660428814	5.52291855360642
"Egfem1"	-0.686264236541256	5.03430344828947
"Cyp27a1"	1.36470137906069	1.92769449412136
"Srgn"	0.983440638903743	3.65104246481763
"Mapk8"	-0.454972882809364	8.16590502583755
"Mex3b"	-0.500800476957298	5.41478099178199
"Serpinb9"	0.56694529626431	3.6482184536135
"Tjp1"	0.624163221540143	7.05531708678939
"Slc9a3r2"	0.425158901116287	5.67210048273389
"Ptk7"	0.639198322087736	4.97902136849835
"Tm4sf1"	1.46183853695476	1.98489671641507
"Rnf112"	-0.411030476973676	7.84092445787103
"Cyp1b1"	2.74721890224065	2.24604970746866
"Metrnl"	0.85922783956476	1.54702069709454
"Esam"	0.671379007781214	4.38416587909582
"Ccdc69"	1.87977898985026	-2.1946570457094
"Mob1a"	0.516264950791922	5.28868255400871
"Smarcd2"	0.449202474323451	4.7913396351568
"Tnc"	1.07346770726382	6.92792918757543
"Cfd"	1.84344197078908	0.47443211844176
"Sst"	-0.956366313380378	7.22118143060859
"Enc1"	-0.445328879208282	10.0823971522184
"Tp53"	0.342067453653661	4.32861292470626
"Smyd3"	-0.391645208335302	3.98453690107052
"Gpam"	0.26642530836062	6.88128885957597
"Ikbip"	0.595948625965494	3.53266197550627
"Myh8"	-1.59088542918831	1.27824042855692
"Rbm43"	0.77546925627037	2.08324841584432
"Hpgd"	1.28433522793155	1.32530352554154
"Krt1"	-1.29527002771267	0.484529027168622
"Ltbp1"	1.09035914590702	2.36129717515733
"Gal3st4"	0.698142376337793	2.51578866419333
"Khdrbs2"	-0.67430867092221	4.4709747636303
"Plscr2"	1.08035328926417	1.29034618056923
"Gjb6"	2.1999685453269	4.20535552646611
"Tp53i11"	0.629132351838666	6.38840537919467
"Enpp3"	1.82636342391712	1.60559816885063
"Myom2"	1.20736978452093	1.06805554791463
"Otop3"	-1.54844667207139	0.922921680272363
"Tead2"	0.930353311422091	2.45243070632883
"Tram1l1"	-0.403898588621725	5.26102472263467
"Raver2"	0.643135206321164	4.32638776526287
"Thsd1"	0.646767038960087	3.74638270286882
"Pla2g16"	0.726179880968018	3.82895085506449
"Slc5a5"	2.18258779046879	1.44464531332692
"Elk3"	0.80765151980537	3.55587559571959
"Gfral"	1.66334614290017	0.871595092185264
"Pcca"	0.417840869031853	4.77385979900816
"Gpat2"	-1.79404985464294	-2.83006001500655
"Serpinb1a"	1.71085742708236	1.98043522624319
"RGD1561157"	1.48402799501847	0.0971979346018398
"Tep1"	0.652985028095786	4.68694720861753
"Mmd2"	0.447780463448219	7.49055897013248
"Capn1"	0.743898319442309	3.5297061774538
"Ivd"	0.295651743821127	6.37090043043634
"Acvrl1"	0.722805744619133	3.42153688182079
"Ybx3"	0.38731730714832	5.84826489368096
"Pak4"	0.505977681994912	3.95619472840042
"Mogat2"	-1.08764317200444	0.662657682597225
"Tlr1"	1.9472586729428	-2.08704021701485
"Card10"	0.771909326455482	2.21500190489405
"Gsta1"	1.61055534113357	3.28752988659577
"Plxdc1"	0.714947950872785	2.67733057398334
"Lsp1"	1.57599694591363	0.258565565560487
"Nfkb1"	0.387602792700009	4.83046584360316
"Pon2"	0.583270745918051	4.06640627503067
"Mycl"	-0.618236061366616	4.43443187399319
"Itm2a"	0.677338518148512	5.16202071274654
"Smap2"	-0.217662046844164	7.65684047217325
"Fdft1"	-0.39285259068264	7.61722408997243
"Ebf1"	1.1886431880821	1.78633848012851
"Mapk12"	0.920793101296387	1.62754577963263
"Gnmt"	2.34092874259519	-2.22532274413365
"Trpv1"	1.0520626896841	1.48269776297247
"Parp3"	1.67978668532383	1.54786716423607
"Pi15"	1.69020581418344	-1.13702365504594
"Gmip"	-0.802627618868983	4.45641080624141
"Tax1bp3"	0.591289333132525	4.1776262658122
"Fcgr1a"	0.927508393366103	1.35365848380454
"Htra1"	0.58280474119231	4.95365413791311
"Mab21l1"	2.50199451212315	1.34525957169939
"Oprl1"	-0.238989871262052	6.40155499252214
"Zbtb1"	0.364359130672543	4.35867026211766
"Mgmt"	1.10936842381338	0.903579338548611
"Gatad2a"	0.314284346179966	6.16746055244992
"Pde5a"	0.970679173011059	4.32558716456475
"Ddias"	1.2783439513703	-0.0637127259475891
"Apold1"	0.759195622338033	3.3333428995974
"Tlr4"	1.33663100666666	1.38100635185324
"Serhl2"	0.800087998806785	1.38927125622429
"Plxnd1"	0.975866910647354	7.17979633549542
"Pgf"	1.21393728205942	0.579354928312856
"Zdhhc13"	-0.43601132380392	5.22003419459601
"Fes"	0.837360809272141	2.03825044701751
"Tpm3"	-0.328861915823879	8.06626951477542
"Sec23b"	0.460164153125828	4.94919394333154
"Cpne8"	0.842207427503078	4.40276772971902
"Ppara"	0.901010464687889	1.40696427544153
"Nod1"	0.497403681607997	3.30807627537362
"Fkbp7"	0.812626666782728	2.39535120395878
"Podxl2"	-0.381009615850053	7.701892977771
"Nmt2"	-0.270942816065031	6.62083664124016
"Pf4"	1.54702037675186	0.435159617166433
"Sgms2"	1.20219662841547	0.692805308920887
"Mtss1"	0.404110075389825	7.03490864998633
"Grpr"	1.09234491556112	0.027568876698963
"Asic2"	-0.83290994908635	4.70361141082109
"Rbpms"	1.16473854565714	0.837228039755723
"Trim34"	1.00607360014836	1.57203933836503
"Casp8"	1.17983139946317	1.32144836141432
"Isoc2b"	0.762351309511874	2.52988864736807
"Epn2"	-0.265410902475322	7.54107623604913
"Cd34"	0.636748942223777	4.09252265254601
"Figf"	-2.18701971289262	-0.66702844217054
"Ptgs1"	0.785415345092803	2.27833945681837
"Mfap2"	1.04112112600044	2.95098610408911
"Gata2"	1.09173192483264	1.91766599502318
"Grik4"	-0.622485022192493	4.31212803449974
"Crabp2"	3.38180943704355	3.26392022353234
"Abcd2"	0.505408740248063	5.32338657865446
"Osmr"	1.05772973887068	0.775914477347469
"Mrc1"	2.07325627188988	3.53840964566648
"Cav1"	0.726684296198056	4.9856662397596
"C1qtnf5"	0.631695320229316	3.52842148888037
"Fkbp14"	1.00598816237324	2.58565694926672
"Akap5"	0.631595050639995	6.77749675822308
"Ptprg"	0.472462103702546	7.46157413756485
"Lman1"	0.306060298706373	5.2235132904037
"Fndc1"	1.35044286300294	2.1153897403834
"Creb3l1"	1.43872610591796	1.54943837610325
"Cldn5"	0.630564807379515	6.66620226003322
"Prkcdbp"	0.741172370833551	4.01362928013098
"Igtp"	0.837038230330648	1.3973627598227
"Mir568"	1.20848430101087	-0.0970429892439111
"Gys1"	0.288335954566458	5.60641552812555
"Rasl11b"	-0.827096275840485	4.33765566734107
"Bcl3"	2.26360830700414	-1.19094344670708
"C1qtnf7"	2.08109342660116	-1.43104939807519
"Spata2"	-0.263582836000655	6.20269223968367
"Lpar1"	1.52981919807548	3.85174003442226
"Ripk1"	0.452138146775176	4.13317912070785
"Epha4"	0.789237071108237	8.23275085667615
"Elf4"	1.57952282772193	-0.0902613902607069
"Trpv2"	-0.2838097555199	6.20600714012658
"Sox18"	0.746781517498976	2.88851665145313
"Zic4"	3.43643618243401	0.172659739671322
"Slc38a4"	-1.53063098973543	1.82125866679814
"Ubl7"	-0.246266572350459	6.29872023384229
"RT1-CE15"	1.05995035265266	0.236586792464671
"Arhgap8"	1.13031093058323	0.0883415095352494
"Cd40"	1.24476778431005	0.0835893794298943
"Pi16"	0.776195580548778	4.14852368625242
"Dock6"	0.80312270881788	4.22454606178224
"Il13ra2"	2.26499373331688	-1.61864736976041
"Sqrdl"	1.23856023126391	1.1268719609378
"Phka1"	0.33857934494231	5.50893456106454
"Nmi"	0.853445828909836	1.56030558858429
"Gpr149"	1.04363543997413	1.1064716829707
"Gfra1"	-0.896276859598556	5.20203665340197
"Gal3st1"	-0.551088885929037	2.22583288193373
"Trim26"	0.266708107222995	4.94805881442479
"Tmem252"	1.41763640094287	0.68639868097487
"Trim6"	2.13443335842128	-2.24725517411592
"Rem1"	1.07079768568388	0.935923681182166
"Atcay"	-0.241230784035395	8.55327896738612
"Lsr"	0.917971362221072	4.18258801640015
"Rnf43"	0.945157490654456	1.32252209819886
"Rap2a"	-0.47247887121111	3.64976143665089
"Eef2k"	0.449611429388793	5.27869736674324
"Sipa1"	0.580678247773917	4.48449005419165
"Kif16b"	0.360330910078896	5.1251322773723
"Car5b"	1.19224426554896	1.3230106993522
"Tom1l1"	0.615961556412669	3.36087273830405
"Pgr"	0.611295476456482	4.24955513974516
"Stxbp4"	0.770626980240553	2.74160865463265
"Pnp"	0.525577319402402	6.46755658087909
"Paqr7"	0.460439400420321	4.66650920194283
"Nkd1"	0.581411026509803	4.11982094997079
"Lztr1"	0.237727774881538	7.18903029465551
"Tex15"	0.80503625853372	3.61929166584938
"Hoga1"	0.576664922025422	1.82606784754293
"Cybb"	1.249226368279	1.1647385542112
"Npr1"	1.19960610681544	2.82767157400909
"Ptbp3"	0.632696633383661	4.19590860635153
"Oplah"	0.656202244999155	4.60086909907631
"Stx1a"	-0.39779669183575	8.32552359685208
"Fam129a"	1.31448805205992	1.16394715057426
"Tp73"	1.96233910343513	0.0993791253238768
"Nefh"	0.897538995566135	5.2258122821896
"Fbxo25"	-0.285837447881321	5.95069974975262
"Notch3"	0.905412215285589	5.39863919642808
"Plec"	0.725812964957305	8.10099742274054
"Mmd"	-0.479318330962956	7.72179260389457
"Kctd1"	0.418344275817044	5.25870741958679
"Tpcn1"	0.520230674347424	6.11696715235351
"Fam210b"	0.889493537645933	2.97417730435374
"Hsd17b11"	0.489994650880041	4.07808785705139
"Tspan12"	0.468793956562346	5.2290937762166
"Map3k6"	1.16145248941223	0.676058845260246
"Mid1ip1"	0.299341153322135	6.20860149534869
"Cxcl14"	0.570812361019931	5.33483568675843
"Mmp23"	1.66393038694866	0.506644303558232
"Nes"	0.883290324545427	3.07792546885356
"RT1-Ba"	2.29233778233063	-1.38040961371591
"S1pr1"	0.523984635088632	6.28823460550275
"Tubb2a"	-0.323752896652611	9.17197520555887
"Gareml"	0.544301636397044	3.80713813556831
"Htr1b"	-0.523681823661626	3.87461793558229
"Adgrl4"	0.664558091681624	4.39790198741658
"Itpr2"	0.671514935209311	5.20433128740894
"Zbtb20"	0.89685512969059	5.21352250176741
"Rab3b"	-0.474791570731621	6.11660350168294
"Cmtm3"	0.823825568286946	2.52658121585037
"Man2b1"	0.436059030473758	5.55698553742239
"Psd4"	0.781568667749948	1.93025615148483
"Ggcx"	0.400425268577576	4.80687095854194
"Hsdl2"	0.450252944797751	4.8338318885905
"Camkmt"	-0.355154232817497	4.13385531644638
"Nedd4"	0.243635101192724	10.290501737124
"Mrap2"	-0.618428116057711	3.69160820117348
"Tusc5"	1.26241344651512	0.683859833679807
"Crygn"	1.74373514040066	-2.89649304352775
"Dusp15"	-0.530794551015807	5.03320417555243
"RT1-CE14"	0.682602425567331	2.3919201340329
"Apeh"	0.275485968736396	5.43092990041985
"Cited1"	0.774689311453525	2.40791947880277
"Orai1"	0.709059525901515	3.49726152594542
"Mthfs"	0.830004736820224	1.88917337769872
"Sumf2"	0.528400947627998	3.16141935774613
"Nucb1"	0.209681439434464	7.86295604521298
"Tfap2b"	2.5745574530827	-0.951714102134056
"St6galnac2"	1.4428177348577	0.266084969016091
"Wdr1"	-0.24357773894784	8.56471011424972
"Fam101a"	0.700508053980483	1.88253352701789
"Gpx7"	0.497945952494627	3.29485921053789
"Doc2a"	-0.403369968489072	6.01972695687794
"Tlr8"	1.95037702209717	-2.03226490521478
"Rgs3"	0.489761154167383	5.71761627549162
"Frmpd4"	-0.579463404671539	6.25298843209231
"Slc19a3"	0.772209567264494	1.72172139452924
"Ston2"	0.613376039289737	5.30701459932151
"Alx3"	2.42361968054857	-0.108342854440524
"Cyp2j3"	1.30469399873754	1.26859147357206
"Kcnj16"	1.51013122050098	1.73172140192284
"Sult6b1"	1.85470864442375	-1.39484868692295
"Nlgn1"	0.35074533428165	7.33159609376869
"Galnt14"	-0.949441243602429	4.81096159897186
"Pxylp1"	0.428506481436446	4.59600620386979
"Pde8b"	0.481017357753146	4.98484532524755
"Slc15a2"	0.496027548632861	5.7827010799267
"Nrarp"	0.445387076919187	4.35861704832457
"Sept2"	0.430064344638104	6.98734086706241
"Il18"	1.03213707892212	0.602826319061056
"Drd1"	-0.834631278780857	4.04454577579076
"Azgp1"	1.6366540506878	-3.11648567870842
"Mas1"	-0.987497394292086	1.51370634118923
"Col4a4"	1.03886355005828	0.699091213625089
"Tmeff1"	-0.414208423897643	7.49149123377018
"Scd1"	0.583034796717432	5.39610303386341
"Abhd1"	0.567615353947694	3.88997449332405
"Aqp1"	2.00874630077533	0.96698760788013
"Flt1"	0.516617661761211	5.46074103310088
"Mbp"	-1.00810853834599	7.65196934866031
"Nfatc3"	0.50591294868673	4.2099887165136
"Ccnd1"	0.474333834294992	5.35071630252717
"Grin3a"	-0.926936366329218	5.06794906041112
"Htr1f"	-1.46834981047549	0.380504447691899
"Clec7a"	1.8861025015463	-2.15781231465897
"LOC104845258"	1.45267873356411	-0.566551833807585
"Htr2a"	-0.946227604582176	4.00329766777123
"Col27a1"	0.893380330329754	4.04300214519762
"Acad11"	0.651293882493586	3.14368542028119
"Mlc1"	0.622241315738993	7.75122209295259
"Map3k8"	0.833338571279978	1.33297397079389
"Ttf2"	0.541776544674189	3.11734009386623
"Ripk3"	0.995959083946566	0.523568960592543
"Dhrs4"	0.842206551526569	2.51761204834672
"Ets1"	0.609239844780456	5.20451779054589
"Arid5a"	0.41728700170654	3.41257338870326
"Fcna"	1.08287873549627	0.744041044554576
"Gpr63"	0.851805814343756	3.81645343055109
"Ece1"	0.428625793962291	5.72375218594405
"Adhfe1"	0.700440078730861	3.36193683857672
"Slc22a25"	2.27488598203638	-1.62279734415409
"Car14"	1.911170991596	0.565786917520653
"Sohlh2"	1.57993279217749	-3.00010538380804
"Elmod1"	-0.303253280518369	8.24376456970556
"Aig1"	-0.291119979071662	5.8963293041798
"Rffl"	-0.485969009742959	2.99417578827988
"Shroom2"	0.287101680199881	7.41722652462115
"Sec61a1"	0.266087359251864	6.95457048893457
"Atf3"	1.80439016332878	-1.25627541794021
"Apoa5"	1.42246113497683	-1.74190006027147
"Kazn"	-0.509103231548789	5.53648355533873
"Amn"	0.956851529587871	1.15107748358543
"Tmem229a"	0.482304378539424	6.0677854728157
"Ctnna1"	0.357050289284919	6.82934149731737
"Spag6"	1.46936924532615	2.35471047973227
"Ubac2"	0.364228709546371	5.76244013870991
"Adsl"	-0.267455375616973	6.49911989801886
"Pla2r1"	1.9695944885287	-2.33700910575077
"Arhgef25"	0.278038180376885	6.41792011035423
"Edn3"	1.80270374344831	0.30737156761921
"Kctd6"	0.40318051959899	4.50620265732157
"Cyp2j4"	1.22193001292559	0.572702354196984
"Tmcc2"	0.255496883270345	8.07837401573101
"Aga"	0.420442125310735	4.27232043031921
"Tmem123"	0.84989448800131	3.37700596920316
"Bmx"	1.57820912780893	-0.483406957224877
"Col9a1"	-0.898535308486342	2.00086834685127
"Fat1"	0.806460630723481	7.54548789031216
"Zfp36"	0.853209080620057	1.22050452942038
"LOC100294508"	0.231709894857057	7.02053860310846
"Sod3"	1.34317415836383	1.36338870695974
"Rnf144b"	0.493119408189401	3.91685394883829
"Enah"	0.502429778605031	5.79851620283172
"Ptpn18"	0.670352077722727	2.07176371658122
"Slc51a"	2.0210491588837	-2.51646434224285
"Plekha5"	0.430688907783985	6.6178107736412
"Ston1"	1.36437611322531	1.15483880309456
"Eml1"	-0.356204657298172	5.9610760477004
"Ctnnb1"	-0.221844021552746	9.44057008741738
"Tmbim1"	0.62870946182454	2.8940269320031
"Sdk2"	-0.832193164241663	5.12699938999194
"Igsf6"	1.97853903105054	-2.17645562663824
"Khdrbs3"	-0.484391431054913	8.3155991455426
"Mfng"	0.486120751812623	3.42959339516123
"Tpm1"	0.334132089149348	7.92103939943583
"Reep3"	0.533988428339791	5.01154379626292
"Gpx8"	0.648986484199166	4.12959586953244
"Tradd"	1.29303126484255	0.903414710225255
"Atp7b"	0.7778294285878	2.33808641664269
"Lad1"	1.42861165534073	-0.185045238503729
"Madcam1"	2.02067617439007	-0.439717897107357
"Pla2g2a"	1.97321951606259	-2.34707515732954
"Spint2"	0.501398183322252	5.41200533768515
"Pcyt1b"	-0.309762347279382	5.62572751521976
"Gprc5b"	0.633870856202572	4.71800641216046
"Mocs1"	0.538928754169712	2.96092426646241
"Gli3"	0.7777560171926	4.1189777588879
"Clybl"	0.631077393826587	2.84547314482563
"Procr"	1.14290534148841	0.37597575700816
"Slc22a18"	1.5578282644263	-0.1857400684675
"Crlf3"	0.359563163436326	4.00841337189681
"Slc22a6"	4.17310404068482	2.5533199303992
"Lims1"	0.408729581780835	4.57158331725643
"Pcdha4"	-0.310102594667222	7.579219496734
"Calcr"	2.3888583269526	-1.94639612352782
"Tspo"	1.00980187856156	0.757418688615401
"Prelid2"	1.34478591755283	-0.466447950499005
"Fmo4"	1.27936070821568	0.454870903698876
"LOC100359907"	1.68049183233573	-1.89608432895833
"Hacd4"	1.54086622883924	-0.713794171348901
"Sh3pxd2a"	0.62972899679932	4.91440223689438
"Sytl1"	0.971335739035058	1.08177616488746
"Sesn2"	0.608767938162616	3.59712019101132
"Efemp2"	0.523350083115352	4.63919226431211
"Lyn"	0.476751799192652	4.43078565108085
"Fst"	1.61425184041315	0.575740096753618
"Ube2ql1"	-0.277248880941473	7.21033754955324
"Ankh"	-0.308978522322841	7.17162416850856
"Glrb"	-0.337419683260584	7.06307676701156
"Tgif2"	0.922589373978154	1.37707374022806
"Glmp"	0.400091695106088	4.38582883106814
"Aimp2"	-0.313327425611538	5.10324121455664
"Pcdhb5"	-0.276953199857322	4.25301807228786
"Snx15"	-0.319643715199854	4.78043001034583
"Celf4"	-0.265020220966834	8.99434321881322
"Nfatc1"	0.928799977606516	1.80237619044599
"Rhobtb1"	0.581750293508347	4.69053453019943
"Pstpip1"	0.889061477910259	2.59496350749068
"St3gal1"	-0.66177401194868	4.06903019616123
"Adam15"	0.328890777548609	6.13667039636951
"Prex1"	0.453802806434899	7.85769900533075
"Car6"	0.970490661562942	1.72017513548179
"Bambi"	0.692791879307338	1.84121603365516
"Adamtsl5"	1.42397391973721	-0.332723622895999
"RGD1305733"	-0.335152174133756	8.43386879466706
"Nrip3"	0.483517252446898	6.31820061304804
"Pygm"	0.86545003445999	4.36586214652457
"Tmem204"	0.593679022896186	3.54142225552979
"Gabrq"	-1.4650131654754	0.493244178161525
"Aard"	0.844436005539134	2.29290474131396
"Usp6nl"	0.251655140602068	6.06991172258024
"Slc28a1"	2.08941751917701	-1.79126045873745
"Il2rg"	1.31332702165006	0.589483565030599
"Wnt16"	1.64213365330978	2.58067749356787
"Rnf135"	0.63745654826613	2.15656649870401
"Mcm2"	0.632351111852415	3.71568238022494
"Mpp6"	0.394993817118458	6.61553437143458
"Myt1l"	-0.378771079709337	8.10809141971738
"Meis2"	-0.746927547698453	6.71826062826319
"Trip6"	0.553368137971927	3.47644489054855
"Fam117a"	0.747156659995402	2.01239524300325
"Faim3"	1.61879618926152	-0.180060815022374
"Loxl2"	1.62643075608595	2.03755335422492
"Pard3"	0.507358172593936	5.22298752705907
"Sycn"	1.34873636864851	-3.08604706980123
"Irf6"	1.15573815504381	4.11686689494408
"Adarb1"	0.292360147297835	7.31537157432801
"Cmklr1"	0.874350023583507	1.4647873741339
"Myo5b"	-0.547640685714853	7.08671693100841
"Capn6"	1.05281754855329	1.66871564255486
"Galnt4"	0.636699447371293	2.13693139960098
"Ctf1"	1.03247337803635	0.751504171329389
"Hbp1"	0.407208485039227	5.13931501476756
"Man2a2"	0.263973838260788	6.68576270919773
"Irf1"	0.650796398051069	2.87516076281183
"Syne3"	1.36126964045959	1.04528988073641
"Fbn2"	1.54691976697051	3.88422652500276
"Dbnl"	-0.204314664934667	6.87122687891232
"Myh7"	-0.825508636679964	2.16098698801057
"Fam19a5"	0.336616806126972	6.84082642611616
"Chrna4"	-0.567554954818957	5.09495928039377
"Pabpc4l"	1.53331423487819	-1.02069162499419
"Smad3"	0.699541000997699	5.46608409586964
"Zbed3"	0.395553292943097	3.84101212438878
"Myof"	0.880847984728017	4.21738300310192
"F5"	1.58305730117776	-0.453663574809384
"Maf"	0.700838949809869	4.03258103044577
"Ism1"	1.01160627810213	1.50107371514616
"P4ha2"	0.560120162516778	4.44627086284458
"Elf2"	0.317701425651981	5.12902271875556
"Bnip2"	0.358549460785398	4.90164651433085
"Fgfr4"	1.80272199136747	-0.734781631697589
"Enthd1"	-1.98662078108296	-1.16761464397246
"Engase"	0.352477061810989	4.32603782698496
"S100a1"	0.597309748073878	2.83670771285624
"Mt4"	-2.01322747158771	-1.42925388787398
"Mif4gd"	0.463679067993923	3.20034026187792
"Itga7"	0.568854993909649	4.33882694840657
"Prex2"	0.608386573040719	6.72204590165162
"Rprml"	-0.957457805344396	5.17975268466998
"Rdh10"	0.496551366870227	3.20295785149935
"LOC361016"	-0.573560735527066	3.1270680291853
